State,Lat,Lon,GHCN_ID,City/Station Name,County,Elev,1-Feb,2-Feb,3-Feb,4-Feb,5-Feb,6-Feb,7-Feb,8-Feb,9-Feb,10-Feb,11-Feb,12-Feb,13-Feb,14-Feb,15-Feb,16-Feb,17-Feb,18-Feb,19-Feb,20-Feb,21-Feb,22-Feb,23-Feb,24-Feb,25-Feb,26-Feb,27-Feb,28-Feb
CO,39.7,-105.09,US1COJF0391,LAKEWOOD 1.2 E,JEFFERSON,5552,M,M,M,M,M,M,M,M,M,M,M,0.2,M,0.8,M,M,0,4,M,M,1,M,0,0,6.2,0,M,M
CO,39.69,-105.14,US1COJF0340,LAKEWOOD 1.5 WSW,JEFFERSON,5922,0,0,0,T,0,0,0,T,0,0,T,0.2,0.1,0.4,T,0,0,5.4,0,0,0.4,0,0,0,9.5,0,0,0
CO,39.68,-105.14,US1COJF0333,LAKEWOOD 1.7 SW,JEFFERSON,5744,0,0,0,T,0,0,0,0,0,0,0,T,0.2,0.4,T,0,0,5.2,0,0,1,0,0,0,7,0,0,0
CO,39.68,-105.08,US1COJF0179,LAKEWOOD 2.2 ESE,JEFFERSON,5514,0,0,0,M,0,0,0,0,0,0,0,0.3,0.1,0.9,0,0,T,4.8,0,0,2,0,0,0,7.3,0,0,0
CO,39.75,-105.12,USC00054762,LAKEWOOD,JEFFERSON,5639,0,0,0,0,0,0,0,0,0,0,0,T,0,0.5,1,M,0,3.5,0,0,0.5,0,0,0,8,0,0,0
CO,39.57,-105.09,US1COJF0526,LITTLETON 4.5 WSW,JEFFERSON,5662,0,M,0,M,M,0,M,0,0,0,0,M,M,M,0,0,0,3.6,0,0,1.4,M,0,0,7,0,0,M
CO,39.59,-105.1,US1COJF0335,LITTLETON 4.6 W,JEFFERSON,5644,0,0,0,M,0,0,0,0,0,0,0,T,M,0,0.1,0,0,4.5,0,0,1,0,0,0,11,0,0,0
CO,39.62,-105.1,US1COJF0414,LITTLETON 4.7 W,JEFFERSON,5618,0,0,0,M,0,0,0,T,0,0,0,0.1,T,0.5,T,0,0,4.3,0,0,1.3,0,0,0,7.5,0,0,0
CO,39.59,-105.1,US1COJF0184,LITTLETON 4.7 WSW,JEFFERSON,5616,0,0,0,0,0,0,0,0,0,0,M,0,M,0.6,0,0,0,4.6,0,0,1.3,0,0,0,9.6,M,M,M
CO,39.54,-105.1,US1COJF0332,LITTLETON 5.7 SW,JEFFERSON,5553,0,0,0,0,0,0,0,0,0,0,0,T,T,1,T,0,0,6.5,0,0,1.5,0,0,0,12,0,0,0
CO,39.57,-105.12,US1COJF0489,LITTLETON 5.7 WSW,JEFFERSON,5777,0,0,0,M,0,M,0,0,0,M,0,M,M,M,M,0,M,M,0,0,M,0,M,0,M,0,0,M
CO,39.62,-105.13,US1COJF0376,LITTLETON 6.0 W,JEFFERSON,5760,0,0,0,0,0,0,0,T,0,0,0,0.1,T,0.5,T,0,0,5.3,0,0,1.3,0,0,0,7.3,0,0,0
CO,39.61,-105.14,US1COJF0212,LITTLETON 6.4 W,JEFFERSON,5849,0,0,0,M,0,0,0,0,0,0,0,T,T,0.5,T,0,0,5.7,0,0,1,0,0,0,7.1,0,0,0
CO,39.61,-105.14,US1COJF0359,LITTLETON 6.6 W,JEFFERSON,5854,M,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,6,0,0,1,0,0,M,M,M,0,0
CO,39.58,-105.16,US1COJF0201,LITTLETON 8.2 WSW,JEFFERSON,6052,M,M,M,M,M,M,M,M,M,M,M,0.1,0.1,1,M,M,M,M,M,M,M,M,M,M,M,M,M,M
CO,39.83,-105.24,USC00056816,RALSTON RESERVOIR,JEFFERSON,5898,0,0,0,0,0,0,0,0,0,0,0,T,T,1,T,0,0,7,0,0,0,0,0,0,4,0,0,0
CO,39.87,-105.06,US1COJF0513,WESTMINSTER 0.6 SW,JEFFERSON,5388,0,0,0,0,0,0,0,T,T,T,T,0.3,0,1,0,0,0,2.8,0,0,2,0,0,0,10.1,0,0,0
CO,39.87,-105.07,US1COJF0410,WESTMINSTER 1.1 SW,JEFFERSON,5421,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,11,M,M,M
CO,39.91,-105.06,US1COJF0399,WESTMINSTER 1.7 NNW,JEFFERSON,5292,0,0,0,0,0,0,0,T,T,T,T,0.2,T,1.1,T,0,0,2.7,0,0,2.1,0,0,0,10.2,0,0,0
CO,39.87,-105.11,US1COJF0511,WESTMINSTER 3.0 WSW,JEFFERSON,5404,0,0,0,0,0,0,0,T,0,0,T,0.5,0.1,0.6,M,0,0,3.2,0,0,1,0,0,0,7.5,0,0,0
CO,39.77,-105.1,US1COJF0354,WHEAT RIDGE 0.6 S,JEFFERSON,5518,0,0,0,0,0,0,M,0,0,0,M,0.7,M,0.7,0,M,0,4,0,0,1,M,0,0,9.8,0,0,M
CO,39.77,-105.11,US1COJF0343,WHEAT RIDGE 0.9 WSW,JEFFERSON,5435,0,0,0,0,0,0,0,0,0,0,0,0.6,T,0.7,T,0,T,4,0,0,0.6,0,0,0,8.5,0,0,0
CO,39.78,-105.08,US1COJF0499,WHEAT RIDGE 1.2 ENE,JEFFERSON,5374,0,0,0,0,0,0,0,0,0,T,0,T,T,1,0,0,0,4,0,0,2,0,0,0,11,0,0,0
CO,39.76,-105.12,US1COJF0428,WHEAT RIDGE 1.4 WSW,JEFFERSON,5458,M,M,M,M,M,M,M,M,M,M,M,0.4,0.1,0.9,M,M,M,4,M,M,0.4,M,M,M,9,M,M,M
CO,39.76,-105.15,US1COJF0290,WHEAT RIDGE 2.8 WSW,JEFFERSON,5565,0,0,0,0,0,0,0,0,0,T,T,0.2,0.1,0.8,0.1,0,T,4.4,0,0,0.3,0,0,0,7.8,0,0,0
CO,39.77,-105.12,USC00058995,WHEAT RIDGE 2,JEFFERSON,5397,0,0,0,0,0,0,0,T,T,T,T,0.5,0.1,0.6,0.3,0,T,4,0,0,0.7,0,0,0,8.9,0,0,0
CO,38.28,-102.79,US1COKW0021,EADS 13.6 S,KIOWA,3939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CO,38.28,-102.95,US1COKW0029,EADS 16.6 SW,KIOWA,4309,0,0,0,0,0,0,0,M,M,M,M,M,M,M,M,0,0,0,0,0,0,0,0,0,M,0,0,0
CO,38.48,-102.77,US1COKW0004,EADS .45 E,KIOWA,4209,0,0,0,0,0,0,0,T,T,0.2,T,0.5,T,M,M,0,0,T,T,0,0,0,0,0,1.1,0,0,0
CO,38.45,-102.67,US1COKW0038,EADS 6.1 ESE,KIOWA,4108,0,0,0,0,0,0,M,M,M,M,M,M,M,M,M,0,0,0,M,0,0,0,0,0,0.7,0,0,0
CO,38.48,-102.78,USC00052446,EADS,KIOWA,4211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0
CO,38.45,-103.16,US1COKW0007,HASWELL .07 NNW,KIOWA,4549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,0,0,M,0,0,0,0,0,0,0,0,0
CO,38.47,-102.22,USC00057586,SHERIDAN LAKE 4E,KIOWA,4038,0,0,0,0,0,0,0,T,T,0.3,0,T,T,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CO,38.47,-102.3,USC00057582,SHERIDAN LAKE,KIOWA,4069,0,0,0,0,0,0,0,T,T,0.3,0,T,T,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CO,38.47,-102.08,USC00058345,TOWNER,KIOWA,3927,0,0,0,0,0,0,0,0,T,T,0,0,T,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CO,39.39,-102.37,US1COKC0139,BURLINGTON 7.7 NW,KIT CARSON,4163,M,M,M,M,M,M,M,M,M,M,M,M,M,3.5,M,M,M,M,M,M,M,M,M,M,M,M,M,M
CO,39.42,-102.2,US1COKC0080,BURLINGTON 8.4  NNE,KIT CARSON,4041,0,0,0,0.3,0,M,M,0,0.7,T,T,T,T,3.8,0,0,0,0,0,0,T,0,0,0,T,T,0,0
CO,39.31,-102.26,USC00051121,BURLINGTON,KIT CARSON,4161,0,0,0,0.3,0,0,0,0.3,1.1,0.2,T,T,T,3.2,T,0,0,0,0,0,0.2,0,0,0,0,0,0,0
CO,39.49,-102.82,US1COKC0050,LIBERTY 15 SW,KIT CARSON,4533,0,0,0,0.5,0,0,0,0.3,T,T,T,0.3,T,3,T,0,1.3,M,0,0,0.2,0,0,0,0.7,M,0,0
CO,39.3,-102.87,USC00057519,SEIBERT,KIT CARSON,4705,0,0,0,0,0,0,0,0,0,0,0,T,0,4,T,0,0,0,0,0,0,0,0,0,T,0,0,0
CO,39.3,-102.6,US1COKC0123,STRATTON 0.1 N,KIT CARSON,4405,0,0,0,T,0,0,0,1,T,T,T,T,0,2,0,0,T,1,0,0,T,0,0,0,T,0,0,0
CO,39.3,-102.61,US1COKC0084,STRATTON .25 WNW,KIT CARSON,4425,0,0,0,0,0,0,0,M,M,M,M,M,M,M,M,0,0.1,0.6,0,0,M,0,0,0,M,M,0,M
CO,39.37,-106.19,USC00051660,CLIMAX,LAKE,11341,0,0,0,10.5,3.5,5,4.5,0,2,3,3,T,9,2,1,3,2,1,0.5,0.3,3.3,0,0,0.5,0.5,0,0,0.5
CO,39.26,-106.32,US1COLK0001,LEADVILLE 1.4 WNW,LAKE,9964,0,0,0,9.7,0.6,3.5,0.1,0,T,0.3,0.2,T,3.3,0.9,0.2,0.6,2.3,0.4,T,0,1.1,0.1,0,T,0.6,T,0,0.2
CO,39.16,-106.28,US1COLK0010,LEADVILLE 6.3 S,LAKE,9706,0,0,0,3.8,T,1.5,0,0,T,T,T,0,0.7,1,0.2,T,0.5,T,0,0,1,T,0,0,T,T,0,T
CO,39.25,-106.37,USC00058064,SUGARLOAF RESERVOIR,LAKE,9735,0,0,0,9,0,0,0,3,0,0,1,M,M,M,M,4,0,2,0,0,0,1,0,0,0,0,0,0
CO,39.09,-106.35,USC00058501,TWIN LAKES RESERVOIR,LAKE,9234,0,0,0,6,0,0,0,0,0,0,0,M,M,M,M,2,0,1,0,0,0,0,0,0,0.1,0,0,0
CO,37.24,-107.59,US1COLP0042,BAYFIELD 0.3 N,LA PLATA,7001,0,0,M,M,0,0,0,0,0,M,0,1,0,10,1.5,1.5,0.5,0,0,0,0,0,0,0,0,0,0,0
CO,37.31,-107.61,US1COLP0113,BAYFIELD 5.2 N,LA PLATA,7207,0,0,0,0,0,0,0,0,0,0,0,T,0.1,14,1.3,1.8,0.5,T,0,0,0,0,0,0,0,0,0,0
CO,37.31,-107.61,US1COLP0106,BAYFIELD 5.5 N,LA PLATA,7242,M,M,M,M,M,M,M,M,M,M,M,M,T,15,M,2.2,M,M,M,M,M,M,M,M,M,M,M,M
CO,37.32,-107.6,US1COLP0098,BAYFIELD 6.2 N,LA PLATA,7445,0,0,0,0,0,T,0,0,0,T,0,0.2,0.3,17.1,2.8,3.1,0.7,0,0,0,0,0,0,0,0,0,0,0
CO,37.34,-107.61,US1COLP0035,BAYFIELD 7.0 N,LA PLATA,8198,0,0,0,0,0,0,0,0,0,0,0,1,0,18,2,4,T,T,0,0,0,0,0,0,0,0,0,0
CO,37.27,-107.87,US1COLP0022,DURANGO 0.8 SSW,LA PLATA,6622,0,0,0,0,0,0,0,0,0,0,T,T,0.4,8.3,1,2.4,0.2,0.2,0,0,0,0,0,0,0,0,0,0
CO,37.28,-107.85,US1COLP0093,DURANGO 0.9 ESE,LA PLATA,6871,0,0,M,M,0,0,0,0,0,0,M,0,M,7.2,0.8,1.4,M,M,M,0,0,M,0,0,M,M,0,M
CO,37.27,-107.88,US1COLP0085,DURANGO 0.9 SSW,LA PLATA,6564,0,0,0,0,0,0,0,0,0,0,0,0,M,M,M,M,M,M,0,0,0,0,0,0,0,0,0,0
CO,37.29,-107.89,US1COLP0117,DURANGO 0.9 W,LA PLATA,6705,0,0,M,M,0,0,0,0,0,0,0,M,M,M,M,M,M,M,0,0,0,0,0,0,0,0,0,0
CO,37.3,-107.89,US1COLP0111,DURANGO 1.4 NW,LA PLATA,7154,M,0,0,0,0,0,0,0,0,0,0,0.1,M,7.9,1.2,2.1,T,0.2,0,0,0,0,0,0,0,0,0,0
CO,37.06,-107.87,US1COLP0109,DURANGO 15.5 S,LA PLATA,6070,0,0,0,0,0,0,0,0,0,0,0,0,M,M,M,M,M,0,0,M,0,0,0,0,0,0,M,0
CO,37.27,-107.89,US1COLP0059,DURANGO 1.5 SW,LA PLATA,6579,0,0,M,M,0,0,0,0,0,0,0,T,M,M,M,M,M,M,0,0,0,0,0,0,0,0,0,0
CO,37.25,-107.88,US1COLP0080,DURANGO 2.8 S,LA PLATA,6523,0,0,M,M,0,0,0,0,0,0,0,M,M,M,M,M,M,M,0,0,0,0,0,0,0,0,0,0
CO,37.34,-107.87,US1COLP0115,DURANGO 3.6 N,LA PLATA,6954,0,0,M,M,0,0,0,0,0,0,0,0,M,M,M,M,M,M,0,0,0,0,0,0,0,0,0,0
CO,37.25,-107.95,US1COLP0061,DURANGO 4.8 WSW,LA PLATA,7428,0,0,0,T,0,T,0,0,0,T,0,0.4,0.3,8.5,1.6,2.6,T,T,0,0,0,0,0,0,0,0,0,0
CO,37.26,-107.79,US1COLP0008,DURANGO 4.9 ESE,LA PLATA,7121,0,0,M,M,0,0,0,0,0,0,0,M,M,11,M,1.5,0.3,T,0,0,0,0,0,0,0,0,0,0
CO,37.39,-107.85,US1COLP0034,DURANGO 7.1 N,LA PLATA,6573,0,0,M,M,0,0,0,0,0,0,0,0.6,T,8.5,T,2.2,T,T,0,0,0,0,0,0,0,0,0,0
CO,37.16,-107.86,USC00052435,DURANGO 8S,LA PLATA,6549,0,0,0,0,0,0,0,0,0,0,0,T,0,7,T,2,0,0,0,M,M,0,0,0,0,0,0,0
CO,37.42,-107.83,US1COLP0110,DURANGO 9.4 NNE,LA PLATA,6627,M,0,0,0,M,M,0,0,0,0,0,T,0,9.4,T,1.7,T,T,M,M,M,M,M,M,M,0,0,M
CO,37.23,-108.05,USC00053016,FORT LEWIS,LA PLATA,7612,0,0,0,0,0,0,0,0,0,0,0,0,4,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0
CO,37.11,-108.14,US1COLP0026,HESPERUS 13.3 SSW,LA PLATA,6684,0,0,0,0,0,0,0,0,0,0,0,T,T,6.5,0.8,3.7,0,0,0,0,0,0,0,0,0,0,0,0
CO,37.23,-107.97,US1COLP0072,HESPERUS 4.9 SE,LA PLATA,7200,0,0,0,T,0,T,0,0,0,T,T,T,0.3,9.1,2.9,3.9,0.2,T,0,0,0,0,0,0,0,0,0,T
CO,37.18,-108.04,US1COLP0078,HESPERUS 6.9 S,LA PLATA,7274,0,0,0,M,0,0,0,0,0,0,0,0,M,M,M,M,M,0,0,0,0,0,0,0,0,0,0,0
CO,37.18,-108.15,US1COLP0083,HESPERUS 9.8 SW,LA PLATA,7033,M,M,M,M,M,M,M,M,M,M,M,M,M,8.1,1.9,4.4,M,M,M,M,M,M,M,M,M,M,M,M
CO,37.16,-107.63,US1COLP0067,IGNACIO 2.9 N,LA PLATA,6676,0,0,M,M,0,0,0,0,0,0,0,M,M,M,M,M,M,0,0,0,0,0,0,0,0,0,0,0
CO,37.19,-107.72,US1COLP0048,IGNACIO 6.9 NW,LA PLATA,6735,0,0,0,0,0,0,0,0,0,0,0,T,T,6,M,1.6,T,T,0,0,0,0,0,0,0,0,0,0
CO,37.09,-107.53,USC00054254,IGNACIO 6ESE,LA PLATA,6546,0,0,0,0,0,0,0,0,0,0,0,0,T,5.9,1.7,1.8,T,0,0,0,0,0,0,0,0,0,0,0
CO,37.38,-107.66,USC00054934,LEMON DAM,LA PLATA,8108,0,0,0,0.1,0,0.1,0,0,0,0.1,0,1,0,17,2,3,0.1,0.1,0,0,0,0,0,0,0,0,0,0
CO,37.14,-108.23,US1COLP0070,REDMESA 4.2 NW,LA PLATA,6769,0,0,0,T,0,0,0,0,0,0,0,T,M,8,1,4.2,0.2,0,0,0,0,0,0,0,0,0,0,0
CO,37.6,-107.83,US1COLP0079,ROCKWOOD 6.9 NNW,LA PLATA,8904,0,0,M,1.8,0,0.4,0,0,0,3.6,0,0.3,3.2,10.8,3.9,3,0.5,0.9,0,M,M,M,0,M,M,M,0,0.3
CO,37.38,-107.58,USC00058582,VALLECITO DAM,LA PLATA,7642,0,0,0,0,0,0,0,0,0,0,0,0,1,15,3,4,0,0,0,0,0,0,0,0,0,0,0,0
CO,40.63,-105.18,US1COLR0252,BELLVUE 1 NW,LARIMER,5245,0,0,0,0,0,0,0,0,0,T,T,0.1,0.2,1,0,0,T,4.8,0,0,0,0,0,0,3.7,0,0,T
CO,40.6,-105.18,US1COLR1043,BELLVUE 2.1 S,LARIMER,5482,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,5,M,M,M,M,M,M,4,M,M,M
CO,40.59,-105.19,US1COLR1127,BELLVUE 2.6 SSW,LARIMER,5609,0,0,0,0,M,0,M,M,M,M,M,M,M,M,M,M,M,M,0,0,0,0,0,0,5.5,0,0,0
CO,40.68,-105.11,US1COLR0360,BELLVUE 4.9 NE,LARIMER,5145,M,M,M,M,M,M,M,M,M,M,M,M,M,2,M,M,M,3,M,M,M,M,M,M,1.5,M,M,M
CO,40.62,-105.26,US1COLR1002,BELLVUE 5.0 W,LARIMER,6958,M,M,M,M,M,M,T,M,M,M,M,M,0.3,1.5,T,M,M,5.3,M,M,M,M,M,M,7,M,M,M
CO,40.6,-105.28,US1COLR0004,BELLVUE 5.9 W,LARIMER,6612,0,0,0,0,0,0,0.4,0,0,T,0,T,1.3,1.7,0,0,0,4.6,0,0,0,0,0,0,6,0,M,T
CO,40.69,-105.3,US1COLR1245,BELLVUE 8.1 WNW,LARIMER,5683,M,M,M,M,M,M,M,M,M,M,M,0.1,0.2,0.5,M,T,5.7,M,M,M,M,M,M,1,4,M,M,M
CO,40.28,-105.09,US1COLR1222,BERTHOUD 2.0 SSW,LARIMER,4986,0,0,0,0,0,0,0,T,T,0,0,T,0.2,1,0,0,T,4.2,M,M,M,0,0,0,3.2,0,0,0
CO,40.34,-105.09,US1COLR1239,BERTHOUD 2.3 N,LARIMER,5132,0,0,0,0,0,0,0,T,T,T,T,0.3,T,1.5,T,0,T,3,0,0,T,0,0,0,4,0,0,T
CO,40.34,-105.09,US1COLR1200,BERTHOUD 2.5 N,LARIMER,5138,0,0,0,0,0,0,0,T,T,T,T,0.1,0.2,1.5,0,0,T,3.7,T,0,M,0,0,0,3.6,0,0,0
CO,40.35,-105.1,US1COLR1136,BERTHOUD 3.0 NNW,LARIMER,5157,M,M,M,M,M,M,M,M,M,T,T,0.2,T,1.1,M,M,M,M,0,M,M,0,0,M,3,0,0,M
CO,40.29,-105.14,US1COLR1231,BERTHOUD 3.2 WSW,LARIMER,5125,0,0,0,0,0,0,0,T,T,T,T,T,T,0.6,0,0,T,3,0,0,M,0,0,0,3.6,0,0,0
CO,40.28,-105.16,US1COLR0922,BERTHOUD 4.4 WSW,LARIMER,5180,0,0,0,0,0,0,0,T,T,T,T,0.2,0.2,1.6,T,0,T,4.1,T,0,T,0,0,0,4.5,T,0,0
CO,40.26,-105.16,US1COLR0035,BERTHOUD 5.2 SW,LARIMER,5170,M,M,M,M,M,M,M,M,M,M,M,M,M,0.8,M,M,0.2,2.8,0,M,M,M,M,M,4.5,M,M,M
CO,40.27,-105.17,US1COLR0752,BERTHOUD 5.3 WSW,LARIMER,5197,0,0,0,0,0,0,M,M,M,M,0,M,M,M,M,M,M,M,M,0,0,0,0,0,M,M,M,M
CO,40.62,-105.17,US1COLR0453,BLV 1.0 S,LARIMER,5229,M,M,M,M,M,M,M,M,M,M,M,0.3,0.3,2.4,0.2,M,M,5.2,M,M,M,M,M,M,4,T,M,T
CO,40.68,-105.21,US1COLR0546,BLV 4.0 NW,LARIMER,5353,0,0,0,0,0,0,0,0,0,M,0,M,M,M,M,0,0,M,0,0,0,0,0,0,M,0,0,0
CO,40.62,-105.3,USC00051060,BUCKHORN MTN 1 E,LARIMER,7398,0,0,0,1.8,0,0,1.1,T,0,0,0,0.2,1.8,2.1,0.3,0,T,6.8,0,0,T,0,0,0,8.2,0,0.2,0.3
CO,40.37,-105.08,US1COLR1235,CAMPION 1.8 NNE,LARIMER,5034,0,0,0,0,0,0,0,0,T,T,0.3,0.3,0.3,1.7,0,0,0,2.5,0,0,T,0,0,0,2.5,0,0,0
CO,40.41,-105.41,US1COLR1026,DRAKE 4.3 WSW,LARIMER,6945,0,0,0,0,0,0.3,0,0,0,0,0,T,1.5,1.7,0,0,0,4.3,0,0,0,0,0,0,3,0,0.3,0
CO,40.37,-105.29,US1COLR0749,DRAKE 4.7 SSE,LARIMER,6463,0,0,0,M,0,M,0,M,0,M,0,M,0.8,1.8,0,0,0,4,0,0,0,0,M,0,5,0,0,M
CO,40.28,-105.37,US1COLR1019,ESTES PARK 10.5 SE,LARIMER,6730,M,M,M,M,M,M,M,M,M,M,M,0.3,M,M,M,M,M,M,M,M,M,M,M,M,5.6,M,M,M
CO,40.37,-105.55,US1COLR1115,ESTES PARK 1.7 W,LARIMER,7956,M,M,M,T,T,T,M,M,M,M,0,T,M,M,M,M,M,M,0,T,M,M,M,M,3,0,2,M
CO,40.38,-105.55,US1COLR1133,ESTES PARK 1.7 WNW,LARIMER,7712,0,0,0,0.1,0,T,0.1,0,0,0.1,0,T,2,2.5,0,0,0,5.4,0,0,0.1,0,0,0,2.7,0,1.7,0.2
CO,40.35,-105.52,US1COLR0767,ESTES PARK 1.8 S,LARIMER,7938,0,0,0,0.1,T,0.2,0.9,0,0,T,T,T,2.2,2.1,0.1,0,0,4.1,0,0,0.1,0,0,0,4.2,0,0.8,1.1
CO,40.35,-105.5,US1COLR0987,ESTES PARK 1.8 SSE,LARIMER,7640,0,0,0,T,T,T,0.2,0,0,T,T,T,1,2.1,0,0,T,3.1,0,T,T,0,0,0,3.2,0,0.7,T
CO,40.33,-105.52,US1COLR0247,ESTES PARK 3.3 SSW,LARIMER,8092,0,0,0,T,T,0.5,1,0,0,T,0,T,1.3,1.3,0,0,0,2.1,0,T,T,0,0,0,2.8,0,0.9,T
CO,40.43,-105.5,US1COLR1041,ESTES PARK 3.9 NNE,LARIMER,8148,0,0,0.2,T,T,T,T,T,0,0,0,1,2,3,0,T,5,T,0,T,0,0,0,3.5,0,0,2,0
CO,40.6,-105.09,US1COLR0316,FCL 1.5 N,LARIMER,4999,0,0,0,0,0,0,0,M,M,M,M,M,M,M,M,0,M,M,0,0,0,0,0,0,M,M,0,M
CO,40.55,-105.07,US1COLR0295,FCL 1.7 SE,LARIMER,5009,0,0,0,0,0,0,0,M,M,M,0.1,0.4,0.8,2,T,0,0.2,3.8,0,0,0,0,0,0,2.8,T,0,T
CO,40.56,-105.06,US1COLR0270,FCL 1.7 SE,LARIMER,4996,0,0,0,0,0,0,0,M,T,T,T,0.5,0.8,2.4,T,0,0.3,3.4,0,0,0,0,0,0,2.7,M,0,0
CO,40.56,-105.11,US1COLR0320,FCL 1.7 SW,LARIMER,5071,0,0,0,0,0,0,0,0,T,T,T,0.2,0.7,2,T,0,0.1,4.2,0,0,0,0,0,0,3.6,T,0,T
CO,40.55,-105.09,US1COLR0372,FCL 2.1 S,LARIMER,5071,0,0,0,0,0,0,0,0,0,0,0,0.2,0.3,2.5,T,0,0,3.5,0,0,0,0,0,0,3.2,0,0,0
CO,40.6,-105.12,US1COLR0273,FCL 2.2 NW,LARIMER,5066,0,0,0,0,0,0,0,0,T,T,T,0.4,0.4,1.8,T,0,0.2,4.5,0,0,0,0,0,0,3.7,T,0,0
CO,40.6,-105.12,US1COLR0311,FCL 2.3 NW,LARIMER,5075,0,0,0,0,0,0,0,0,T,T,T,0.2,0.2,2,T,0,0.1,4,0,0,0,0,0,0,3.3,T,0,0
CO,40.61,-105.06,US1COLR0340,FCL 2.55 NE,LARIMER,4976,0,0,0,0,0,0,0,0,T,T,T,0.2,0.3,2.1,T,0,0.2,3.2,0,0,0,0,M,0,3.1,T,0,T
CO,40.59,-105.13,US1COLR0259,FCL 2.5 W,LARIMER,5117,0,0,0,0,0,0,0,T,T,T,T,0.3,0.5,2.1,T,0,0.1,4.7,0,0,0,0,0,0,4.1,T,0,T
CO,40.54,-105.12,US1COLR0391,FCL 3.0 SW,LARIMER,5140,0,0,0,0,0,0,T,T,T,T,T,0.2,0.6,2.9,T,0,0.1,5.2,0,0,0,0,0,0,4.1,0,0,T
CO,40.59,-105.15,US1COLR0284,FCL 3.0 W,LARIMER,5219,M,M,M,M,M,M,M,M,T,T,T,0.3,0.5,2.2,T,M,0.2,5,M,M,0,M,M,M,4,M,M,M
CO,40.62,-105.05,US1COLR0307,FCL 3.2 NE,LARIMER,5029,0,0,0,0,0,0,0,0,0,0,T,T,0.3,1.9,T,0,0.4,2.6,0,0,0,0,0,0,2.3,0,0,0
CO,40.5,-105.07,US1COLR0341,FCL 5.5 S,LARIMER,4963,0,0,M,0,0,0,0,0,M,M,M,M,M,M,M,0,M,3.5,0,0,0,0,0,0,2.6,0,0,M
CO,40.57,-104.98,US1COLR0393,FCL 5.6 E,LARIMER,4917,0,0,0,0,0,0,0,0,T,T,T,0.2,0.6,1.4,0,0,0.4,1.8,0,0,0,0,0,0,1.5,0,0,0
CO,40.58,-105.09,US1COLR0255,FCL,LARIMER,5009,0,0,0,0,0,0,0,T,T,T,0.1,0.3,0.6,2.1,T,0,0.2,3.4,T,0,0,0,0,0,3.4,T,0,T
CO,40.37,-105.24,USC00052934,FLATIRON RESERVOIR,LARIMER,5503,0,0,0,0,0,0,0,0,T,T,T,0,M,M,M,2,0,6,0,0,0,0,0,0,4.3,0,0,0
CO,40.55,-105.07,US1COLR1049,FORT COLLINS 0.3 SSE,LARIMER,5001,0,0,0,0,0,0,0,T,T,T,T,M,M,M,M,0,M,M,0,0,T,0,0,0,2.7,T,0,T
CO,40.56,-105.06,US1COLR1233,FORT COLLINS 0.7 ENE,LARIMER,4984,0,0,0,0,0,0,0,T,T,T,T,0.4,0.9,1.8,T,0,0.1,3,0,0,0,0,0,0,2.7,T,0,T
CO,40.55,-105.07,US1COLR0769,FORT COLLINS 0.7 SSW,LARIMER,5022,0,0,M,M,0,0,0,M,M,M,M,0.1,M,M,M,0,0.1,3.6,0,0,M,0,0,0,2.7,T,0,M
CO,40.57,-105.07,US1COLR0849,FORT COLLINS 0.9 N,LARIMER,4988,0,0,0,0,0,0,0,T,T,T,T,0.2,0.7,1.9,0.1,0,0.2,3.3,0,0,0,0,0,0,2.5,T,0,T
CO,40.54,-105.06,US1COLR1056,FORT COLLINS 1.0 SE,LARIMER,4988,0,0,0,0,0,0,0,0,M,0,M,M,M,M,0,M,M,M,0,0,0,0,0,0,M,0,0,0
CO,40.56,-105.09,US1COLR0863,FORT COLLINS 1.1 WNW,LARIMER,4995,0,0,0,0,0,0,0,T,T,T,T,0.3,0.3,2,0,0,0.3,3.5,0,0,0,0,0,0,3,0,0,0
CO,40.57,-105.06,US1COLR1137,FORT COLLINS 1.2 NNE,LARIMER,4972,0,0,M,0,0,0,0,0,0,0,0,0.2,0.5,2,0,0,0.2,2.8,0,0,0,0,0,0,2.5,0,0,0
CO,40.54,-105.05,US1COLR1234,FORT COLLINS 1.2 SE,LARIMER,4977,0,0,0,0,0,0,0,0,T,T,T,0.3,0.6,1.9,T,0,0.1,3.1,0,0,0,0,0,0,2.6,T,0,T
CO,40.54,-105.05,US1COLR1186,FORT COLLINS 1.6 SE,LARIMER,4960,0,0,0,0,0,0,0,0,0,0,M,M,M,M,M,0,M,M,0,0,0,0,0,0,M,0,0,M
